"node_id","id","name","forte","bit","bit_reverse","pitch_set","interval_cycle","interval_vector","orientation","chirality","role","fine_role","identity_category","identity_type","tier","tier_number","office","office_index","has_governor_seat","office_authority","anchor_mechanism","assignment_status","resolution_class","universal_classification","governing_parent_count","construction_parent_count","seat_contact_count","identity_evidence_contact_count","identity_evidence_office_counts_json","identity_evidence_tier_counts_json","relational_office","plurality_contact_office","contact_count","contact_office_counts_json","contact_tier_counts_json","office_basis","registered_before_completion","added_by_completion"
"scale:3253","3253","Mela Naganandini","7-29","b101011010011","b110010110101","{0,2,4,5,7,10,11}","2-2-1-2-3-1-1","3,4,4,3,5,2","7-29 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Moon","1",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3257","3257","Rāga Madhuranjani","7-20","b100111010011","b110010111001","{0,3,4,5,7,10,11}","3-1-1-2-3-1-1","4,3,3,4,5,2","7-20 orientation A","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Venus","5",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 3289; A0–A2 precedence preserved",true,false
"scale:3271","3271","Mela Raghupriya","7-6","b111000110011","b110011000111","{0,1,2,6,7,10,11}","1-1-4-1-3-1-1","5,3,3,4,4,2","7-6 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Mercury","3",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 3239; earlier precedence preserved",true,false
"scale:3275","3275","7-Z18 rooted state 3275","7-Z18","b110100110011","b110011001011","{0,1,3,6,7,10,11}","1-2-3-1-3-1-1","4,3,4,4,4,2","7-Z18 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"3","{""Mercury"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3277","3277","7-21 rooted state 3277","7-21","b101100110011","b110011001101","{0,2,3,6,7,10,11}","2-1-3-1-3-1-1","4,2,4,6,4,1","7-21 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Sun","4","{""Sun"":2,""Mars"":1,""Venus"":1}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:3283","3283","7-19 rooted state 3283","7-19","b110010110011","b110011010011","{0,1,4,6,7,10,11}","1-3-2-1-3-1-1","4,3,4,3,4,3","7-19 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Sun","4","{""Sun"":3,""Venus"":1}","{""A0"":2,""A2"":1,""D2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",false,true
"scale:3285","3285","Mela Citrambari","7-30","b101010110011","b110011010101","{0,2,4,6,7,10,11}","2-2-2-1-3-1-1","3,4,3,5,4,2","7-30 orientation A","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Sun","0",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3289","3289","Rasikapriya","7-22","b100110110011","b110011011001","{0,3,4,6,7,10,11}","3-1-2-1-3-1-1","4,2,4,5,4,2","7-22 single orientation","achiral","anchor","anchor_D1","D","diagonal_anchor","D1","1","Venus","5",true,"declared_contact_signature","satellite_mediated_diagonal","validated","validated_D1_anchor","d1_anchor","0","0","4","4","{""Sun"":2,""Mercury"":2}","{""A0"":4}",,,,,,"7-22 second-order midpoint from symmetric A0-satellite contacts at g−2 and g+2",true,false
"scale:3299","3299","Scale 3299","7-7","b110001110011","b110011100011","{0,1,5,6,7,10,11}","1-4-1-1-3-1-1","5,3,2,3,5,3","7-7 orientation B","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Sun","0",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 2787; earlier precedence preserved",true,false
"scale:3301","3301","Rāga Loom Sarang","7-20","b101001110011","b110011100101","{0,2,5,6,7,10,11}","2-3-1-1-3-1-1","4,3,3,4,5,2","7-20 orientation A","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Jupiter","4",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 1651; A0–A2 precedence preserved",true,false
"scale:3305","3305","Chromatic Hypophrygian","7-20","b100101110011","b110011101001","{0,3,5,6,7,10,11}","3-2-1-1-3-1-1","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Venus","5",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 3289; A0–A2 precedence preserved",true,false
"scale:3313","3313","Scale 3313","7-7","b100011110011","b110011110001","{0,4,5,6,7,10,11}","4-1-1-1-3-1-1","5,3,2,3,5,3","7-7 orientation A","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Mars","2",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 3441; earlier precedence preserved",true,false
"scale:3343","3343","Phrygian +34","7-2","b111100001011","b110100001111","{0,1,2,3,8,10,11}","1-1-1-5-2-1-1","5,5,4,3,3,1","7-2 orientation B","chiral","satellite","satellite_D6","SATELLITE","direct_satellite","D6","6","Mercury","3",true,"inherited_unique_parent",,"inherited","D6_direct_satellite","d6_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-8 D6 anchor 3351; earlier precedence preserved",true,false
"scale:3351","3351","Crater Scale","7-8","b111010001011","b110100010111","{0,1,2,4,8,10,11}","1-1-2-4-2-1-1","4,5,4,4,2,2","7-8 single orientation","achiral","anchor","anchor_D6","D","same_office_convergence_anchor","D6","6","Mercury","3",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D6_anchor","d6_anchor","0","0","4","4","{""Mercury"":4}","{""D3"":2,""D5"":2}",,,,,,"7-8 same-office convergence from two established D3 and two established D5 satellite contacts",true,false
"scale:3355","3355","Phrygian +♭4","7-11","b110110001011","b110100011011","{0,1,3,4,8,10,11}","1-2-1-4-2-1-1","4,4,4,4,4,1","7-11 orientation B","chiral","satellite","satellite_D3","SATELLITE","direct_satellite","D3","3","Mercury","3",true,"inherited_unique_parent",,"inherited","D3_direct_satellite","d3_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z37 D3 anchor 2843; earlier precedence preserved",true,false
"scale:3357","3357","Scale 3357","7-13","b101110001011","b110100011101","{0,2,3,4,8,10,11}","2-1-1-4-2-1-1","4,4,3,5,3,2","7-13 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Mars","2",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 3229; earlier precedence preserved",true,false
"scale:3367","3367","Neapolitan Major 3♯5♯6","7-10","b111001001011","b110100100111","{0,1,2,5,8,10,11}","1-1-3-3-2-1-1","4,4,5,3,3,2","7-10 orientation B","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Mercury","3",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 3239; earlier precedence preserved",true,false
"scale:3371","3371","Neapolitan Maj ♯5♯6","7-23","b110101001011","b110100101011","{0,1,3,5,8,10,11}","1-2-2-3-2-1-1","3,5,4,3,5,1","7-23 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"4","{""Mercury"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3373","3373","Melodic +♯6","7-25","b101101001011","b110100101101","{0,2,3,5,8,10,11}","2-1-2-3-2-1-1","3,4,5,3,4,2","7-25 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Mars","5","{""Mars"":3,""Venus"":2}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:3379","3379","7-Z18 rooted state 3379","7-Z18","b110011001011","b110100110011","{0,1,4,5,8,10,11}","1-3-1-3-2-1-1","4,3,4,4,4,2","7-Z18 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"3","{""Venus"":3}","{""A2"":2,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3381","3381","Ionian +♯6","7-28","b101011001011","b110100110101","{0,2,4,5,8,10,11}","2-2-1-3-2-1-1","3,4,4,4,3,3","7-28 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Venus","5",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3385","3385","Chromatic Phrygian","7-20","b100111001011","b110100111001","{0,3,4,5,8,10,11}","3-1-1-3-2-1-1","4,3,3,4,5,2","7-20 orientation B","chiral","satellite","satellite_D1","SATELLITE","direct_satellite","D1","1","Saturn","6",true,"inherited_unique_parent",,"inherited","D1_direct_satellite","d1_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-22 D1 anchor 2873; A0–A2 precedence preserved",true,false
"scale:3399","3399","Phrygian +𝄫3","7-9","b111000101011","b110101000111","{0,1,2,6,8,10,11}","1-1-4-2-2-1-1","4,5,3,4,3,2","7-9 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"2","{""Mercury"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3403","3403","Enigmatic Minor","7-23","b110100101011","b110101001011","{0,1,3,6,8,10,11}","1-2-3-2-2-1-1","3,5,4,3,5,1","7-23 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"4","{""Venus"":4}","{""A2"":2,""D3"":1,""D5"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3405","3405","Phrygian +♮2","7-26","b101100101011","b110101001101","{0,2,3,6,8,10,11}","2-1-3-2-2-1-1","3,4,4,5,3,2","7-26 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Venus","5",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3411","3411","Enigmatic","7-24","b110010101011","b110101010011","{0,1,4,6,8,10,11}","1-3-2-2-2-1-1","3,5,3,4,4,2","7-24 orientation B","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Venus","5",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3413","3413","Leading Whole-Tone","7-33","b101010101011","b110101010101","{0,2,4,6,8,10,11}","2-2-2-2-2-1-1","2,6,2,6,2,3","7-33 single orientation","achiral","anchor","anchor_A2","A","midpoint_anchor","A2","2","Venus","5",true,"declared_midpoint","direct_achiral_midpoint","derived","validated_A2_anchor","a2_anchor","0","2","0",,,,,,,,,"modal-orbit transport from the declared Lydian Minor / Mars fixture",true,false
"scale:3417","3417","Lydian +♯26","7-30","b100110101011","b110101011001","{0,3,4,6,8,10,11}","3-1-2-2-2-1-1","3,4,3,5,4,2","7-30 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mercury","3",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3427","3427","Phrygian +♯3","7-14","b110001101011","b110101100011","{0,1,5,6,8,10,11}","1-4-1-2-2-1-1","4,4,3,3,5,2","7-14 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","5","{""Sun"":2,""Venus"":3}","{""A2"":2,""D2"":2,""D5"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:3429","3429","Lydian +♯36","7-28","b101001101011","b110101100101","{0,2,5,6,8,10,11}","2-3-1-2-2-1-1","3,4,4,4,3,3","7-28 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Venus","5",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","0",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3433","3433","Superlydian Augmented","7-29","b100101101011","b110101101001","{0,3,5,6,8,10,11}","3-2-1-2-2-1-1","3,4,4,3,5,2","7-29 orientation B","chiral","satellite","satellite_A0","SATELLITE","direct_satellite","A0","0","Mars","2",true,"inherited_unique_parent",,"inherited","A0_direct_satellite","a0_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3441","3441","Superlydian Augmented ♯2","7-15","b100011101011","b110101110001","{0,4,5,6,8,10,11}","4-1-1-2-2-1-1","4,4,2,4,4,3","7-15 single orientation","achiral","anchor","anchor_D2","D","same_office_convergence_anchor","D2","2","Mars","2",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D2_anchor","d2_anchor","0","0","2","2","{""Mars"":2}",,,,,,,"7-15 same-office convergence from two independently agreeing A0-satellite contacts",true,false
"scale:3463","3463","7-4 rooted state 3463","7-4","b111000011011","b110110000111","{0,1,2,7,8,10,11}","1-1-5-1-2-1-1","5,4,4,3,3,2","7-4 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"2","{""Venus"":2}","{""D3"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3467","3467","Phrygian +𝄪4","7-11","b110100011011","b110110001011","{0,1,3,7,8,10,11}","1-2-4-1-2-1-1","4,4,4,4,4,1","7-11 orientation A","chiral","satellite","satellite_D3","SATELLITE","direct_satellite","D3","3","Venus","5",true,"inherited_unique_parent",,"inherited","D3_direct_satellite","d3_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z37 D3 anchor 3469; earlier precedence preserved",true,false
"scale:3469","3469","Melodic +♯6𝄪4","7-Z37","b101100011011","b110110001101","{0,2,3,7,8,10,11}","2-1-4-1-2-1-1","4,3,4,5,4,1","7-Z37 single orientation","achiral","anchor","anchor_D3","D","same_office_convergence_anchor","D3","3","Venus","5",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D3_anchor","d3_anchor","0","0","4","4","{""Venus"":4}","{""A2"":2,""D2"":2}",,,,,,"7-Z37 dual-tier same-office convergence from two A2 and two D2 satellite contacts",true,false
"scale:3475","3475","Enigmatic 𝄪4","7-16","b110010011011","b110110010011","{0,1,4,7,8,10,11}","1-3-3-1-2-1-1","4,3,5,4,3,2","7-16 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Saturn","6",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 2963; earlier precedence preserved",true,false
"scale:3477","3477","Ionian +♯64","7-26","b101010011011","b110110010101","{0,2,4,7,8,10,11}","2-2-3-1-2-1-1","3,4,4,5,3,2","7-26 orientation A","chiral","satellite","satellite_A2","SATELLITE","direct_satellite","A2","2","Venus","5",true,"inherited_unique_parent",,"inherited","A2_direct_satellite","a2_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3481","3481","Scale 3481","7-21","b100110011011","b110110011001","{0,3,4,7,8,10,11}","3-1-3-1-2-1-1","4,2,4,6,4,1","7-21 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Mercury","4","{""Moon"":1,""Mercury"":2,""Venus"":1}","{""A0"":2,""A1"":1,""A2"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:3491","3491","Superlydian Augmented ♭2𝄪4","7-Z36","b110001011011","b110110100011","{0,1,5,7,8,10,11}","1-4-2-1-2-1-1","4,4,4,3,4,2","7-Z36 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Saturn",,"2","{""Saturn"":2}","{""D4"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3493","3493","Ionian +♯3♯6𝄪4","7-25","b101001011011","b110110100101","{0,2,5,7,8,10,11}","2-3-2-1-2-1-1","3,4,5,3,4,2","7-25 orientation B","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Moon","5","{""Moon"":3,""Venus"":2}","{""A1"":2,""A2"":2,""D4"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:3497","3497","Superlydian Augmented 𝄪4","7-27","b100101011011","b110110101001","{0,3,5,7,8,10,11}","3-2-2-1-2-1-1","3,4,4,4,5,1","7-27 orientation B","chiral","satellite","satellite_A1","SATELLITE","direct_satellite","A1","1","Moon","1",true,"inherited_unique_parent",,"inherited","A1_direct_satellite","a1_satellite","1","0","1",,,,,,,,,"unique eligible parent at governing tier",true,false
"scale:3505","3505","Superlydian Augmented 24","7-Z38","b100011011011","b110110110001","{0,4,5,7,8,10,11}","4-1-2-1-2-1-1","4,3,4,4,4,2","7-Z38 orientation B","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Mars","2",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 3441; earlier precedence preserved",true,false
"scale:3523","3523","7-5 rooted state 3523","7-5","b110000111011","b110111000011","{0,1,6,7,8,10,11}","1-5-1-1-2-1-1","5,4,3,3,4,2","7-5 orientation B","chiral","boundary","peripheral_leaf","BOUNDARY","peripheral_leaf",,,,,false,"relational_evidence_only",,"unassigned","single_contact_peripheral_leaf","peripheral_leaf","0","0","0",,,,,,"1","{""Moon"":1}","{""D4"":1}","One established D4 satellite contact supplies insufficient evidence for recursive office inheritance.",false,true
"scale:3525","3525","Scale 3525","7-13","b101000111011","b110111000101","{0,2,6,7,8,10,11}","2-4-1-1-2-1-1","4,4,3,5,3,2","7-13 orientation A","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Moon","1",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 3529; earlier precedence preserved",true,false
"scale:3529","3529","Superlydian Augmented 𝄪3𝄪4","7-Z17","b100100111011","b110111001001","{0,3,6,7,8,10,11}","3-3-1-1-2-1-1","4,3,4,5,4,1","7-Z17 single orientation","achiral","anchor","anchor_D4","D","same_office_convergence_anchor","D4","4","Moon","1",true,"declared_contact_signature","satellite_mediated_same_office_convergence","validated","validated_D4_anchor","d4_anchor","0","0","2","2","{""Moon"":2}","{""A1"":2}",,,,,,"7-Z17 same-office convergence from two established A1 satellite contacts",true,false
"scale:3537","3537","Scale 3537","7-13","b100010111011","b110111010001","{0,4,6,7,8,10,11}","4-2-1-1-2-1-1","4,4,3,5,3,2","7-13 orientation B","chiral","satellite","satellite_D4","SATELLITE","direct_satellite","D4","4","Moon","1",true,"inherited_unique_parent",,"inherited","D4_direct_satellite","d4_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z17 D4 anchor 3529; earlier precedence preserved",true,false
"scale:3553","3553","Scale 3553","7-5","b100001111011","b110111100001","{0,5,6,7,8,10,11}","5-1-1-1-2-1-1","5,4,3,3,4,2","7-5 orientation A","chiral","boundary","peripheral_leaf","BOUNDARY","peripheral_leaf",,,,,false,"relational_evidence_only",,"unassigned","single_contact_peripheral_leaf","peripheral_leaf","0","0","0",,,,,,"1","{""Moon"":1}","{""D4"":1}","One established D4 satellite contact supplies insufficient evidence for recursive office inheritance.",true,false
"scale:3599","3599","7-1 terminal cluster state 3599","7-1","b111100000111","b111000001111","{0,1,2,3,9,10,11}","1-1-1-6-1-1-1","6,5,4,3,2,1","7-1 single orientation","achiral","anchor","terminal_anchor_D7","D","terminal_convergence_anchor","D7","7","Mercury","3",true,"terminal_same_office_convergence","orientation_paired_terminal_convergence","validated","validated_D7_terminal_anchor","terminal_anchor","0","0","2","2","{""Mercury"":2}",,,,,,,"Same-office convergence from exactly two D6 / 7-2 satellites, one from each chiral orientation; no residual children.",false,true
"scale:3607","3607","Alt ♮7♯653","7-2","b111010000111","b111000010111","{0,1,2,4,9,10,11}","1-1-2-5-1-1-1","5,5,4,3,3,1","7-2 orientation A","chiral","satellite","satellite_D6","SATELLITE","direct_satellite","D6","6","Mercury","3",true,"inherited_unique_parent",,"inherited","D6_direct_satellite","d6_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-8 D6 anchor 3351; earlier precedence preserved",true,false
"scale:3611","3611","7-4 rooted state 3611","7-4","b110110000111","b111000011011","{0,1,3,4,9,10,11}","1-2-1-5-1-1-1","5,4,4,3,3,2","7-4 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"2","{""Mercury"":2}","{""D3"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3613","3613","7-5 rooted state 3613","7-5","b101110000111","b111000011101","{0,2,3,4,9,10,11}","2-1-1-5-1-1-1","5,4,3,3,4,2","7-5 orientation A","chiral","boundary","peripheral_leaf","BOUNDARY","peripheral_leaf",,,,,false,"relational_evidence_only",,"unassigned","single_contact_peripheral_leaf","peripheral_leaf","0","0","0",,,,,,"1","{""Mars"":1}","{""D4"":1}","One established D4 satellite contact supplies insufficient evidence for recursive office inheritance.",false,true
"scale:3623","3623","7-3 rooted state 3623","7-3","b111001000111","b111000100111","{0,1,2,5,9,10,11}","1-1-3-4-1-1-1","5,4,4,4,3,1","7-3 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Mercury",,"2","{""Mercury"":2}","{""D5"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3627","3627","Neapolitan Maj 5♯6","7-9","b110101000111","b111000101011","{0,1,3,5,9,10,11}","1-2-2-4-1-1-1","4,5,3,4,3,2","7-9 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"2","{""Venus"":2}","{""D5"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3629","3629","Melodic 𝄪5♯6","7-Z36","b101101000111","b111000101101","{0,2,3,5,9,10,11}","2-1-2-4-1-1-1","4,4,4,3,4,2","7-Z36 orientation A","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Jupiter",,"2","{""Jupiter"":2}","{""D4"":2}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",true,false
"scale:3635","3635","Ionian ♭25♯6","7-6","b110011000111","b111000110011","{0,1,4,5,9,10,11}","1-3-1-4-1-1-1","5,3,3,4,4,2","7-6 orientation A","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Venus","5",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 3667; earlier precedence preserved",true,false
"scale:3637","3637","Rāga Rageshri","7-14","b101011000111","b111000110101","{0,2,4,5,9,10,11}","2-2-1-4-1-1-1","4,4,3,3,5,2","7-14 orientation A","chiral","boundary","office_junction","BOUNDARY","office_junction",,,,,false,"relational_evidence_only",,"unassigned","validated_multi_office_junction","office_junction","0","0","0",,,,,"Venus","5","{""Mercury"":2,""Venus"":3}","{""A2"":2,""D2"":2,""D5"":1}","Established satellite contacts form a stable multi-office vector; no deterministic tie-resolution operator is declared.",true,false
"scale:3641","3641","Ionian ♯2𝄪5♯6","7-7","b100111000111","b111000111001","{0,3,4,5,9,10,11}","3-1-1-4-1-1-1","5,3,2,3,5,3","7-7 orientation A","chiral","satellite","satellite_D2","SATELLITE","direct_satellite","D2","2","Mercury","3",true,"inherited_unique_parent",,"inherited","D2_direct_satellite","d2_satellite","1","0","0",,,,,,,,,"direct eligible relation to 7-15 D2 anchor 1821; earlier precedence preserved",true,false
"scale:3655","3655","7-3 rooted state 3655","7-3","b111000100111","b111001000111","{0,1,2,6,9,10,11}","1-1-4-3-1-1-1","5,4,4,4,3,1","7-3 orientation B","chiral","boundary","oriented_convergence","BOUNDARY","oriented_convergence",,,,,false,"relational_evidence_only",,"unassigned","validated_oriented_convergence_office_withheld","oriented_convergence","0","0","0",,,,"Venus",,"2","{""Venus"":2}","{""D5"":1,""D6"":1}","At least two independent established satellite contacts agree on one relational office; chirality prevents anchor promotion and categorical office remains withheld.",false,true
"scale:3659","3659","Phrygian +5","7-10","b110100100111","b111001001011","{0,1,3,6,9,10,11}","1-2-3-3-1-1-1","4,4,5,3,3,2","7-10 orientation A","chiral","satellite","satellite_D5","SATELLITE","direct_satellite","D5","5","Venus","5",true,"inherited_unique_parent",,"inherited","D5_direct_satellite","d5_satellite","1","0","1",,,,,,,,,"direct eligible relation to 7-Z12 D5 anchor 3667; earlier precedence preserved",true,false
