id,name,forte,orientation,chirality,bit,bitReverse,pitchSet,intervalCycle,intervalVector,maxCyclicGap,ianMainIndexAdmissible,registeredBeforeCompletion,addedByCompletion,role,fineRole,tier,office,officeIndex,universalClassification,relationalOffice,pluralityContactOffice,zPartner,sourceProvenance
733,Superlocrian ♮2♭♭6♭♭7,7-25,7-25 orientation A,chiral,b101110110100,b001011011101,"{0,2,3,4,6,7,9}",2-1-1-2-1-2-3,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
1207,Alt ♭♭3♭♭5♭♭6,7-25,7-25 orientation A,chiral,b111011010010,b010010110111,"{0,1,2,4,5,7,10}",1-1-2-1-2-3-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
1769,Lydian ♭7♯2♯3,7-25,7-25 orientation A,chiral,b100101110110,b011011101001,"{0,3,5,6,7,9,10}",3-2-1-1-2-1-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
1867,Lydian 7+♭23,7-25,7-25 orientation A,chiral,b110100101110,b011101001011,"{0,1,3,6,8,9,10}",1-2-3-2-1-1-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
2651,7-25 rooted state 2651,7-25,7-25 orientation A,chiral,b110110100101,b101001011011,"{0,1,3,4,6,9,11}",1-2-1-2-3-2-1,"3,4,5,3,4,2",3,true,false,true,boundary,office_junction,,,,office_junction,,Sun,,Independent enumeration of rooted seven-note subsets of Z12
2981,Noh,7-25,7-25 orientation A,chiral,b101001011101,b101110100101,"{0,2,5,7,8,9,11}",2-3-2-1-1-2-1,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Saturn,,Preserved A0–D6 network state
3373,Melodic +♯6,7-25,7-25 orientation A,chiral,b101101001011,b110100101101,"{0,2,3,5,8,10,11}",2-1-2-3-2-1-1,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
749,Locrian ♮2♭♭6♭♭7,7-25,7-25 orientation B,chiral,b101101110100,b001011101101,"{0,2,3,5,6,7,9}",2-1-2-1-1-2-3,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Venus,,Preserved A0–D6 network state
1211,Ceiling Scale,7-25,7-25 orientation B,chiral,b110111010010,b010010111011,"{0,1,3,4,5,7,10}",1-2-1-1-2-3-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Sun,,Preserved A0–D6 network state
1687,Midlocrian,7-25,7-25 orientation B,chiral,b111010010110,b011010010111,"{0,1,2,4,7,9,10}",1-1-2-3-2-1-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Jupiter,,Preserved A0–D6 network state
1897,Lydian 7+♯23,7-25,7-25 orientation B,chiral,b100101101110,b011101101001,"{0,3,5,6,8,9,10}",3-2-1-2-1-1-2,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Mercury,,Preserved A0–D6 network state
2653,Nomadic,7-25,7-25 orientation B,chiral,b101110100101,b101001011101,"{0,2,3,4,6,9,11}",2-1-1-2-3-2-1,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Mars,,Preserved A0–D6 network state
2891,7-25 rooted state 2891,7-25,7-25 orientation B,chiral,b110100101101,b101101001011,"{0,1,3,6,8,9,11}",1-2-3-2-1-2-1,"3,4,5,3,4,2",3,true,false,true,boundary,office_junction,,,,office_junction,,Saturn,,Independent enumeration of rooted seven-note subsets of Z12
3493,Ionian +♯3♯6𝄪4,7-25,7-25 orientation B,chiral,b101001011011,b110110100101,"{0,2,5,7,8,10,11}",2-3-2-1-2-1-1,"3,4,5,3,4,2",3,true,true,false,boundary,office_junction,,,,office_junction,,Moon,,Preserved A0–D6 network state
699,Ultralocrian 5,7-26,7-26 orientation A,chiral,b110111010100,b001010111011,"{0,1,3,4,5,7,9}",1-2-1-1-2-2-3,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
1497,Jyoti Swarupini,7-26,7-26 orientation A,chiral,b100110111010,b010111011001,"{0,3,4,6,7,8,10}",3-1-2-1-1-2-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
1623,Alt ♮63,7-26,7-26 orientation A,chiral,b111010100110,b011001010111,"{0,1,2,4,6,9,10}",1-1-2-2-3-1-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
1893,Lydian 7+♯3,7-26,7-26 orientation A,chiral,b101001101110,b011101100101,"{0,2,5,6,8,9,10}",2-3-1-2-1-1-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
2397,Eccentric,7-26,7-26 orientation A,chiral,b101110101001,b100101011101,"{0,2,3,4,6,8,11}",2-1-1-2-2-3-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
2859,Neapolitan Major ♯5,7-26,7-26 orientation A,chiral,b110101001101,b101100101011,"{0,1,3,5,8,9,11}",1-2-2-3-1-2-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
3477,Ionian +♯64,7-26,7-26 orientation A,chiral,b101010011011,b110110010101,"{0,2,4,7,8,10,11}",2-2-3-1-2-1-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
885,Major Locrian 𝄫7,7-26,7-26 orientation B,chiral,b101011101100,b001101110101,"{0,2,4,5,6,8,9}",2-2-1-1-2-1-3,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
1245,Alt ♮26,7-26,7-26 orientation B,chiral,b101110110010,b010011011101,"{0,2,3,4,6,7,10}",2-1-1-2-1-3-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
1335,Elephant Scale,7-26,7-26 orientation B,chiral,b111011001010,b010100110111,"{0,1,2,4,5,8,10}",1-1-2-1-3-2-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
1875,Persichetti,7-26,7-26 orientation B,chiral,b110010101110,b011101010011,"{0,1,4,6,8,9,10}",1-3-2-2-1-1-2,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
2715,Neapolitan Major ♭4,7-26,7-26 orientation B,chiral,b110110010101,b101010011011,"{0,1,3,4,7,9,11}",1-2-1-3-2-2-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
2985,Ionian +♯23𝄪4,7-26,7-26 orientation B,chiral,b100101011101,b101110101001,"{0,3,5,7,8,9,11}",3-2-2-1-1-2-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
3405,Phrygian +♮2,7-26,7-26 orientation B,chiral,b101100101011,b110101001101,"{0,2,3,6,8,10,11}",2-1-3-2-2-1-1,"3,4,4,5,3,2",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
695,Phrygian Double-Flat,7-27,7-27 orientation A,chiral,b111011010100,b001010110111,"{0,1,2,4,5,7,9}",1-1-2-1-2-2-3,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Venus,5,a1_satellite,,,,Preserved A0–D6 network state
1465,Rāga Cudamani,7-27,7-27 orientation A,chiral,b100111011010,b010110111001,"{0,3,4,5,7,8,10}",3-1-1-2-1-2-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Mercury,3,a1_satellite,,,,Preserved A0–D6 network state
1765,Lydian ♭7♯3,7-27,7-27 orientation A,chiral,b101001110110,b011011100101,"{0,2,5,6,7,9,10}",2-3-1-1-2-1-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Moon,1,a1_satellite,,,,Preserved A0–D6 network state
1835,Dorian +♭2,7-27,7-27 orientation A,chiral,b110101001110,b011100101011,"{0,1,3,5,8,9,10}",1-2-2-3-1-1-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Jupiter,4,a1_satellite,,,,Preserved A0–D6 network state
2395,Alt ♮7,7-27,7-27 orientation A,chiral,b110110101001,b100101011011,"{0,1,3,4,6,8,11}",1-2-1-2-2-3-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Sun,0,a1_satellite,,,,Preserved A0–D6 network state
2965,Ionian +𝄪4,7-27,7-27 orientation A,chiral,b101010011101,b101110010101,"{0,2,4,7,8,9,11}",2-2-3-1-1-2-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Saturn,6,a1_satellite,,,,Preserved A0–D6 network state
3245,Rāga Daulati,7-27,7-27 orientation A,chiral,b101101010011,b110010101101,"{0,2,3,5,7,10,11}",2-1-2-2-3-1-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Mars,2,a1_satellite,,,,Preserved A0–D6 network state
949,Mararanjani,7-27,7-27 orientation B,chiral,b101011011100,b001110110101,"{0,2,4,5,7,8,9}",2-2-1-2-1-1-3,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Mercury,3,a1_satellite,,,,Preserved A0–D6 network state
1261,Modified Blues,7-27,7-27 orientation B,chiral,b101101110010,b010011101101,"{0,2,3,5,6,7,10}",2-1-2-1-1-3-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Venus,5,a1_satellite,,,,Preserved A0–D6 network state
1339,Alt ♭♭5,7-27,7-27 orientation B,chiral,b110111001010,b010100111011,"{0,1,3,4,5,8,10}",1-2-1-1-3-2-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Sun,0,a1_satellite,,,,Preserved A0–D6 network state
1703,Rāga Bhanumati,7-27,7-27 orientation B,chiral,b111001010110,b011010100111,"{0,1,2,5,7,9,10}",1-1-3-2-2-1-2,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Jupiter,4,a1_satellite,,,,Preserved A0–D6 network state
2717,Melodic ♭4,7-27,7-27 orientation B,chiral,b101110010101,b101010011101,"{0,2,3,4,7,9,11}",2-1-1-3-2-2-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Mars,2,a1_satellite,,,,Preserved A0–D6 network state
2899,Lydian Augmented ♭2,7-27,7-27 orientation B,chiral,b110010101101,b101101010011,"{0,1,4,6,8,9,11}",1-3-2-2-1-2-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Saturn,6,a1_satellite,,,,Preserved A0–D6 network state
3497,Superlydian Augmented 𝄪4,7-27,7-27 orientation B,chiral,b100101011011,b110110101001,"{0,3,5,7,8,10,11}",3-2-2-1-2-1-1,"3,4,4,4,5,1",3,true,true,false,satellite,satellite_A1,A1,Moon,1,a1_satellite,,,,Preserved A0–D6 network state
747,1sus4 & ♭3∅7,7-28,7-28 orientation A,chiral,b110101110100,b001011101011,"{0,1,3,5,6,7,9}",1-2-2-1-1-2-3,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
1431,Astrocyte,7-28,7-28 orientation A,chiral,b111010011010,b010110010111,"{0,1,2,4,7,8,10}",1-1-2-3-1-2-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
1629,Dorian Blues,7-28,7-28 orientation A,chiral,b101110100110,b011001011101,"{0,2,3,4,6,9,10}",2-1-1-2-3-1-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
1881,Lydian 7+♯2,7-28,7-28 orientation A,chiral,b100110101110,b011101011001,"{0,3,4,6,8,9,10}",3-1-2-2-1-1-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
2421,Harmonic Major ♭5,7-28,7-28 orientation A,chiral,b101011101001,b100101110101,"{0,2,4,5,6,8,11}",2-2-1-1-2-3-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
2763,Rāga Sauviram,7-28,7-28 orientation A,chiral,b110100110101,b101011001011,"{0,1,3,6,7,9,11}",1-2-3-1-2-2-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
3429,Lydian +♯36,7-28,7-28 orientation A,chiral,b101001101011,b110101100101,"{0,2,5,6,8,10,11}",2-3-1-2-2-1-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
861,Superlocrian ♮2𝄫7,7-28,7-28 orientation B,chiral,b101110101100,b001101011101,"{0,2,3,4,6,8,9}",2-1-1-2-2-1-3,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Saturn,6,a2_satellite,,,,Preserved A0–D6 network state
1239,Alt 𝄫3𝄫6,7-28,7-28 orientation B,chiral,b111010110010,b010011010111,"{0,1,2,4,6,7,10}",1-1-2-2-1-3-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Moon,1,a2_satellite,,,,Preserved A0–D6 network state
1491,Namanarayani,7-28,7-28 orientation B,chiral,b110010111010,b010111010011,"{0,1,4,6,7,8,10}",1-3-2-1-1-2-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Mars,2,a2_satellite,,,,Preserved A0–D6 network state
1869,Lydian 7+♭3,7-28,7-28 orientation B,chiral,b101100101110,b011101001101,"{0,2,3,6,8,9,10}",2-1-3-2-1-1-2,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Sun,0,a2_satellite,,,,Preserved A0–D6 network state
2667,Neapolitan Major ♭5,7-28,7-28 orientation B,chiral,b110101100101,b101001101011,"{0,1,3,5,6,9,11}",1-2-2-1-3-2-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Mercury,3,a2_satellite,,,,Preserved A0–D6 network state
2793,1sus4 & 7⁷,7-28,7-28 orientation B,chiral,b100101110101,b101011101001,"{0,3,5,6,7,9,11}",3-2-1-1-2-2-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Jupiter,4,a2_satellite,,,,Preserved A0–D6 network state
3381,Ionian +♯6,7-28,7-28 orientation B,chiral,b101011001011,b110100110101,"{0,2,4,5,8,10,11}",2-2-1-3-2-1-1,"3,4,4,4,3,3",3,true,true,false,satellite,satellite_A2,A2,Venus,5,a2_satellite,,,,Preserved A0–D6 network state
727,Triadic Heptatonic 29,7-29,7-29 orientation A,chiral,b111010110100,b001011010111,"{0,1,2,4,6,7,9}",1-1-2-2-1-2-3,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
1483,Mela Bhavapriya,7-29,7-29 orientation A,chiral,b110100111010,b010111001011,"{0,1,3,6,7,8,10}",1-2-3-1-1-2-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
1721,Rāga Ganavaridhi,7-29,7-29 orientation A,chiral,b100111010110,b011010111001,"{0,3,4,5,7,9,10}",3-1-1-2-2-1-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
1837,Dorian Augmented,7-29,7-29 orientation A,chiral,b101101001110,b011100101101,"{0,2,3,5,8,9,10}",2-1-2-3-1-1-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
2411,Locrian ♮7,7-29,7-29 orientation A,chiral,b110101101001,b100101101011,"{0,1,3,5,6,8,11}",1-2-2-1-2-3-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
2789,Lydian ♯3,7-29,7-29 orientation A,chiral,b101001110101,b101011100101,"{0,2,5,6,7,9,11}",2-3-1-1-2-2-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
3253,Mela Naganandini,7-29,7-29 orientation A,chiral,b101011010011,b110010110101,"{0,2,4,5,7,10,11}",2-2-1-2-3-1-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
941,Rāga Jhankara Bhramavi,7-29,7-29 orientation B,chiral,b101101011100,b001110101101,"{0,2,3,5,7,8,9}",2-1-2-2-1-1-3,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
1259,Blues Phrygian,7-29,7-29 orientation B,chiral,b110101110010,b010011101011,"{0,1,3,5,6,7,10}",1-2-2-1-1-3-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
1447,Rāga Phenadyuti,7-29,7-29 orientation B,chiral,b111001011010,b010110100111,"{0,1,2,5,7,8,10}",1-1-3-2-1-2-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
1693,Dorian ♭4,7-29,7-29 orientation B,chiral,b101110010110,b011010011101,"{0,2,3,4,7,9,10}",2-1-1-3-2-1-2,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
2677,Ionian ♭5,7-29,7-29 orientation B,chiral,b101011100101,b101001110101,"{0,2,4,5,6,9,11}",2-2-1-1-3-2-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
2771,Mela Gamanasrama,7-29,7-29 orientation B,chiral,b110010110101,b101011010011,"{0,1,4,6,7,9,11}",1-3-2-1-2-2-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
3433,Superlydian Augmented,7-29,7-29 orientation B,chiral,b100101101011,b110101101001,"{0,3,5,6,8,10,11}",3-2-1-2-2-1-1,"3,4,4,3,5,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
855,Ultralocrian 𝄫3,7-30,7-30 orientation A,chiral,b111010101100,b001101010111,"{0,1,2,4,6,8,9}",1-1-2-2-2-1-3,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
1395,Locrian Dominant,7-30,7-30 orientation A,chiral,b110011101010,b010101110011,"{0,1,4,5,6,8,10}",1-3-1-1-2-2-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
1485,Mela Sanmukhapriya,7-30,7-30 orientation A,chiral,b101100111010,b010111001101,"{0,2,3,6,7,8,10}",2-1-3-1-1-2-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
1845,Mixolydian Augmented,7-30,7-30 orientation A,chiral,b101011001110,b011100110101,"{0,2,4,5,8,9,10}",2-2-1-3-1-1-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
2475,Neapolitan Minor,7-30,7-30 orientation A,chiral,b110101011001,b100110101011,"{0,1,3,5,7,8,11}",1-2-2-2-1-3-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
2745,Rāga Sailadesakshi,7-30,7-30 orientation A,chiral,b100111010101,b101010111001,"{0,3,4,5,7,9,11}",3-1-1-2-2-2-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
3285,Mela Citrambari,7-30,7-30 orientation A,chiral,b101010110011,b110011010101,"{0,2,4,6,7,10,11}",2-2-2-1-3-1-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
939,Rāga Malini,7-30,7-30 orientation B,chiral,b110101011100,b001110101011,"{0,1,3,5,7,8,9}",1-2-2-2-1-1-3,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
1383,Locrian double-flat 3,7-30,7-30 orientation B,chiral,b111001101010,b010101100111,"{0,1,2,5,6,8,10}",1-1-3-1-2-2-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Saturn,6,a0_satellite,,,,Preserved A0–D6 network state
1437,Sabach,7-30,7-30 orientation B,chiral,b101110011010,b010110011101,"{0,2,3,4,7,8,10}",2-1-1-3-1-2-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Jupiter,4,a0_satellite,,,,Preserved A0–D6 network state
1653,Mixolydian ♭5,7-30,7-30 orientation B,chiral,b101011100110,b011001110101,"{0,2,4,5,6,9,10}",2-2-1-1-3-1-2,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
2517,Lydian Harmonic Major,7-30,7-30 orientation B,chiral,b101010111001,b100111010101,"{0,2,4,6,7,8,11}",2-2-2-1-1-3-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Sun,0,a0_satellite,,,,Preserved A0–D6 network state
2739,Rāga Supradhipam,7-30,7-30 orientation B,chiral,b110011010101,b101010110011,"{0,1,4,5,7,9,11}",1-3-1-2-2-2-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Moon,1,a0_satellite,,,,Preserved A0–D6 network state
3417,Lydian +♯26,7-30,7-30 orientation B,chiral,b100110101011,b110101011001,"{0,3,4,6,8,10,11}",3-1-2-2-2-1-1,"3,4,3,5,4,2",3,true,true,false,satellite,satellite_A0,A0,Mercury,3,a0_satellite,,,,Preserved A0–D6 network state
731,Alternating Heptamode,7-31,7-31 orientation A,chiral,b110110110100,b001011011011,"{0,1,3,4,6,7,9}",1-2-1-2-1-2-3,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Mercury,3,a1_satellite,,,,Preserved A0–D6 network state
1627,Superlocrian ♯6,7-31,7-31 orientation A,chiral,b110110100110,b011001011011,"{0,1,3,4,6,9,10}",1-2-1-2-3-1-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Sun,0,a1_satellite,,,,Preserved A0–D6 network state
1739,Rāga Sthavarajam,7-31,7-31 orientation A,chiral,b110100110110,b011011001011,"{0,1,3,6,7,9,10}",1-2-3-1-2-1-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Jupiter,4,a1_satellite,,,,Preserved A0–D6 network state
1753,Hungarian Major,7-31,7-31 orientation A,chiral,b100110110110,b011011011001,"{0,3,4,6,7,9,10}",3-1-2-1-2-1-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Moon,1,a1_satellite,,,,Preserved A0–D6 network state
2413,Harmonic Minor ♭5,7-31,7-31 orientation A,chiral,b101101101001,b100101101101,"{0,2,3,5,6,8,11}",2-1-2-1-2-3-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Venus,5,a1_satellite,,,,Preserved A0–D6 network state
2861,Melodic +,7-31,7-31 orientation A,chiral,b101101001101,b101100101101,"{0,2,3,5,8,9,11}",2-1-2-3-1-2-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Mars,2,a1_satellite,,,,Preserved A0–D6 network state
2917,Lydian Augmented ♯3,7-31,7-31 orientation A,chiral,b101001101101,b101101100101,"{0,2,5,6,8,9,11}",2-3-1-2-1-2-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Saturn,6,a1_satellite,,,,Preserved A0–D6 network state
877,Hungarian Major Inverse,7-31,7-31 orientation B,chiral,b101101101100,b001101101101,"{0,2,3,5,6,8,9}",2-1-2-1-2-1-3,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Venus,5,a1_satellite,,,,Preserved A0–D6 network state
1243,Alt 6,7-31,7-31 orientation B,chiral,b110110110010,b010011011011,"{0,1,3,4,6,7,10}",1-2-1-2-1-3-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Sun,0,a1_satellite,,,,Preserved A0–D6 network state
1691,Dorian ♭2♭4,7-31,7-31 orientation B,chiral,b110110010110,b011010011011,"{0,1,3,4,7,9,10}",1-2-1-3-2-1-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Jupiter,4,a1_satellite,,,,Preserved A0–D6 network state
1747,Lydian 7♭2,7-31,7-31 orientation B,chiral,b110010110110,b011011010011,"{0,1,4,6,7,9,10}",1-3-2-1-2-1-2,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Moon,1,a1_satellite,,,,Preserved A0–D6 network state
2669,Jeths' Mode,7-31,7-31 orientation B,chiral,b101101100101,b101001101101,"{0,2,3,5,6,9,11}",2-1-2-1-3-2-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Mars,2,a1_satellite,,,,Preserved A0–D6 network state
2893,Lydian Augmented ♭3,7-31,7-31 orientation B,chiral,b101100101101,b101101001101,"{0,2,3,6,8,9,11}",2-1-3-2-1-2-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Saturn,6,a1_satellite,,,,Preserved A0–D6 network state
2921,Lydian Augmented ♯2♯3,7-31,7-31 orientation B,chiral,b100101101101,b101101101001,"{0,3,5,6,8,9,11}",3-2-1-2-1-2-1,"3,3,6,3,3,3",3,true,true,false,satellite,satellite_A1,A1,Mercury,3,a1_satellite,,,,Preserved A0–D6 network state
859,Ultralocrian,7-32,7-32 orientation A,chiral,b110110101100,b001101011011,"{0,1,3,4,6,8,9}",1-2-1-2-2-1-3,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Mars,2,a0_satellite,,,,Preserved A0–D6 network state
1459,Phrygian Dominant,7-32,7-32 orientation A,chiral,b110011011010,b010110110011,"{0,1,4,5,7,8,10}",1-3-1-2-1-2-2,"3,3,5,4,4,2",3,true,true,false,satellite,satellite_A0,A0,Venus,5,a0_satellite,,,,Preserved A0–D6 network state
